pk,model,main_image,sku,name,friendly_name,abbreviated_friendly_name,brand,size_value,size_unit,weight_g,price,vat_code,product_information,ingredients,free_from,allergens,usage,category,barcode,tags
0295,products.product,viridian-0295,viridian-0295,Natural Vitamin E 400IU - 30 Veg Caps,Natural Vitamin E 400IU - 30 Veg Caps,Natural Vit  E 400IU 30 Caps,viridian,30,caps,112,16.8,T1,Vitamin E has a role in the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. 100% natural vitamin E. Natural vitamin E is better absorbed and utilised than synthetic vitamin E. Guaranteed Non-GMO. ,"Vitamin E (Natural D- Alpha tocopherol) 330mg, 
Vegan (HMPC) capsule
In a base of Bilberry Extract (4:1) and  Alfalfa and Spirulina",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",32,5060003592952,vitamin_e
0297,products.product,viridian-0297,viridian-0297,Natural Vitamin E 400IU - 90 Veg Caps,Natural Vitamin E 400IU - 90 Veg Caps,Natural Vit E 400IU 90 Caps,viridian,90,caps,196,45.8,T1,Vitamin E has a role in the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. 100% natural vitamin E. Natural vitamin E is better absorbed and utilised than synthetic vitamin E. Guaranteed Non-GMO. ,"Vitamin E (Natural D- Alpha tocopherol) 330mg, 
Vegan (HMPC) capsule
In a base of Bilberry Extract (4:1) and  Alfalfa and Spirulina",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",32,5060003592976,vitamin_e
0298,products.product,viridian-0298,viridian-0298,Vitamin K1 50ug - 30 Veg Caps ,Vitamin K1 50ug - 30 Veg Caps ,Vitamin K1 50ug 30 Caps ,viridian,30,caps,108,20.75,T1,"Vitamin K contributes to normal blood clotting and in the maintenance of normal bones. In a base of alfalfa, spirulina and bilberry.","Vitamin K1 (phylloquinone) 50ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",32,5060003592983,vitamin_k
0300,products.product,viridian-0300,viridian-0300,Bone Complex - 90 Veg Caps,Bone Complex - 90 Veg Caps,Bone Complex 90 Caps,viridian,90,caps,238,37.65,T1,"Vitamin C contributes to normal collagen formation for the normal function of bones, cartilage, skin and teeth. Calcium and magnesium are needed for the normal maintenance of bones and teeth. Vitamin D contributes to normal blood calcium levels and to the normal absorption / utilisation of calcium. Vitamin D also helps maintain normal bones, teeth and muscle function. Vitamin K contributes to the maintenance of normal bones. The vitamin C in this formula is buffered to be gentle on the stomach. The calcium and magnesium are chelated as citrates. Additional boron and malic acid. Vitamin D in this formula is vegan.","Magnesium (citrate) 260mg,
Calcium (citrate) 260mg,
Vitamin C (ascorbic acid) 60mg,
Vitamin K2 50ug,
Malic Acid 40mg,	
Boron (sodium borate) 1200ug,	
Vitamin D3 (vegan) 10ug,
Vegan (HMPC) capsule",TRUE,0,"As a food supplement, take four capsules daily with food, or as directed by your healthcare practitioner.",30,5060003593003,minerals
0301,products.product,viridian-0301,viridian-0301,Organic Mineral Complex - 90 Veg Caps ,Organic Mineral Complex - 90 Veg Caps ,Organic Mineral Complex 90 Cap,viridian,90,caps,216,25.15,T1,"Organic Mineral Complex offers a natural source of more than 80 essential macro and trace minerals for everyday supplementation. Aquamin is an organic red algae-derived mineral source sustainably harvested off the West Coast of Ireland. Certified organic by the Soil Association - better for the planet, better for you. ","Organic Nettle Leaf 300mg, 
Organic Horsetail Herb 100mg, 
Organic Kelp 75ug, 
Wild Harvested AquaMin 25mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",30,5060003593010,minerals
0302,products.product,viridian-0302,viridian-0302,Sports Electrolyte Fix Liquid - 100ml,Sports Electrolyte Fix Liquid - 100ml,Sports Electrolyte Fix Liquid ,viridian,100,ml,228,18.35,T1,"Sports Electrolyte Fix is an intense electrolyte liquid, sourced from the Great Salt Lake, Utah in the USA. Electrolytes are mineral salts dissolved in the body’s blood and fluid, they carry an electric charge and therefore can affect the blood’s pH and muscle function. Mineral salts include sodium, chloride, magnesium and potassium and these are involved in balancing the fluid throughout the body including the volume of fluid within the blood. Water movement is controlled by the concentration of electrolytes on either side of the cell membrane. Exercise increases fluid loss through sweat. If this fluid is not replaced then dehydration will occur. Dehydration impairs performance as blood volume decreases and body temperature increases; extra strain will be put on the heart and lungs. The loss of fluid will also lead to an electrolyte imbalance as sodium and potassium are lost through the skin. This imbalance can cause a disruption to the cell’s ability to carry electrical charges. Viridian’s Sports Electrolyte fix contains all the necessary electrolytes in an ionic form as well as all other minerals naturally present in sea water. Ionic refers to the mineral being ionically charged (attached to a negatively charged mineral complex). It is important that the electrolytes are present in an ionic form as this is necessary for effective hydration. In a study looking into the importance of electrolytes for rehydration, eight participants consumed plain water, and eight participants consumed water plus an electrolyte additive. The addition of an electrolyte mixture to plain water decreased the overall fluid levels required for optimal hydration compared to the plain water group. Supplementing water with electrolytes can therefore minimise carrying excessive weight, possibly reducing fatigue during extended exercise. This product is comprised of a blend of naturally occurring brine from the Great Salt Lake containing sodium, magnesium, chloride and potassium as well as vast array of other trace and ultra trace elements.",Electrolyte Mix 3mg,TRUE,0,"Directions: Take 2.5ml (approx. half a teaspoon) to 10ml (approx. two teaspoons) daily as required, or as directed by your healthcare professional.  Dilute in one litre of water, juice or other cold beverage, or add to food for an electrolyte boost.",31,5060003593027,speciality_nutrients
0303,products.product,viridian-0303,viridian-0303,Hi-Potency Magnesium 300mg - 30 Veg Caps,Hi-Potency Magnesium 300mg - 30 Veg Caps,Hi-Pot Magnesium 300mg 30 Caps,viridian,30,caps,116,14.45,T1,"Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. ","Magnesium oxide 273mg, 
Magnesium Citrate 23mg, 
Magnesium Bisglycinate 5mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule 1-2 times daily with food, or as directed by your healthcare professional.",30,5060003593034,minerals
0304,products.product,viridian-0304,viridian-0304,Hi-Potency Magnesium 300mg - 120 Veg Caps,Hi-Potency Magnesium 300mg - 120 Veg Caps,Hi-Pot Magnesium 300mg 120 Cap,viridian,120,caps,276,27.35,T1,"Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. ","Magnesium oxide 273mg, 
Magnesium Citrate 23mg, 
Magnesium Bisglycinate 5mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule 1-2 times daily with food, or as directed by your healthcare professional.",30,5060003593041,minerals
0307,products.product,viridian-0307,viridian-0307,Calcium Magnesium with Boron Powder - 150g,Calcium Magnesium with Boron Powder - 150g,Calcium Mag Boron Powder 150g,viridian,150,g,312,18.5,T1,"Calcium and Magnesium are needed for the normal maintenance of bones and teeth. Vitamin C contributes to normal collagen formation for the normal function of bones, cartilage, skin and teeth.  Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. Mix with water or your favourite juice to make an easy-to-take daily health supplement. ","Each 5 gram serving provides:
Calcium Carbonate 615mg, 
Calcium Citrate 185mg, 
Magnesium oxide 50mg, 
Magnesium Citrate 300mg, 
Vitamin C (Ascorbic acid) 500mg, 
Sodium Borate 2mg, 
Malic Acid  233mg",TRUE,0,"Directions: As a food supplement, stir one rounded teaspoon into a small amount of water or juice and drink immediately.  Best taken after evening meal, or as directed by your healthcare professional.",30,5060003593072,minerals
0310,products.product,viridian-0310,viridian-0310,Calcium and Vitamin D - 90 Veg Caps,Calcium and Vitamin D - 90 Veg Caps,Calcium and Vitamin D 90 Caps,viridian,90,caps,250,39.4,T1,"Combination of calcium and vitamin D3 in a unique capsule format. One capsule provides 400mg of calcium in three active forms; as calcium hydroxide from Lithothamnion sp, as calcium citrate and as calcium ascorbate alongside 200ug vegan vitamin D3 from lichen.
Calcium and Vitamin D are needed for the maintenance of normal teeth and bones.
Calcium also contributes to normal neurotransmission and muscle function.
","Calcium Hydroxide 400mg, 
Vitamin D3 (Cholecalciferol) 5ug, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement take one to three capsules
daily with food or as directed by your healthcare practitioner.",30,5060003593102,minerals
0312,products.product,viridian-0312,viridian-0312,Calcium Magnesium with Zinc Powder - 100g,Calcium Magnesium with Zinc Powder - 100g,Calcium Mag Zinc Powder 100g,viridian,100,g,262,16.05,T1,"Calcium and Magnesium are needed for the normal maintenance of bones and teeth. Vitamin C contributes to normal collagen formation for the normal function of bones, cartilage, skin and teeth.  Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. Zinc is a mineral essential to many body processes including the maintenance of normal cognitive function, vision, fertility and reproduction, hair, skin and nails and the immune system. Zinc also contributes to the normal metabolism of fatty acids and macronutrients. Mix with water or your favourite juice to make an easy-to-take health supplement. ","Calcium Carbonate 320mg, 
Calcium Citrate 80mg, 
Magnesium Citrate 60mg, 
Magnesium oxide 240mg, 
Vitamin C (Ascorbic acid) 500mg, 
Zinc Citrate 10mg, 
Malic Acid  973mg",TRUE,0,"Directions: As a food supplement, stir one level teaspoon into a small amount of water or juice and drink immediately.  Best taken after evening meal, or as directed by your healthcare professional.",30,5060003593126,minerals
0315,products.product,viridian-0315,viridian-0315,G.T.F. Chromium (200ug) Complex - 30 Veg Caps,G.T.F. Chromium (200ug) Complex - 30 Veg Caps,G.T.F. Chromium 200ug Compx 30,viridian,30,caps,108,14.25,T1,"GTF refers to Glucose Tolerance Factor. Chromium contributes to the maintenance of normal blood glucose levels. Zinc is a mineral essential to many body processes including the maintenance of normal cognitive function, vision, fertility and reproduction, hair, skin and nails and the immune system. Zinc also contributes to the normal metabolism of fatty acids and macronutrients. ","Chromium Picolinate 200ug, 
Zinc picolinate  10mg, 
Alpha Lipoic Acid  10mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",30,5060003593157,minerals
0317,products.product,viridian-0317,viridian-0317,G.T.F. Chromium (200ug) Complex - 90 Veg Caps,G.T.F. Chromium (200ug) Complex - 90 Veg Caps,G.T.F. Chromium 200ug Compx 90,viridian,90,caps,202,35.7,T1,"GTF refers to Glucose Tolerance Factor. Chromium contributes to the maintenance of normal blood glucose levels. Zinc is a mineral essential to many body processes including the maintenance of normal cognitive function, vision, fertility and reproduction, hair, skin and nails and the immune system. Zinc also contributes to the normal metabolism of fatty acids and macronutrients. ","Chromium Picolinate 200ug, 
Zinc picolinate  10mg, 
Alpha Lipoic Acid  10mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",30,5060003593171,minerals
0318,products.product,viridian-0318,viridian-0318,Chromium & Cinnamon Complex (7 Day Sugar Detox Plan) - 14 Veg Caps ,Chromium & Cinnamon Complex (7 Day Sugar Detox Plan) - 14 Veg Caps ,Chromium & Cinnamon 14 Caps,viridian,14,caps,110,10.9,T1,"Chromium is an important mineral that contributes to the maintenance of normal blood glucose levels. Cinnamon, also known as “sweet wood,” has been well studied clinically and has a long history of traditional use.","Chromium Picolinate 500ug, 
Organic Ceylon Cinnamon Bark 200mg, 
Alpha Lipoic Acid  150mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593188,minerals
0319,products.product,viridian-0319,viridian-0319,Chromium & Cinnamon Complex - 60 Veg Caps  ,Chromium & Cinnamon Complex - 60 Veg Caps  ,Chromium & Cinnamon 60 Caps,viridian,60,caps,146,39.2,T1,"Chromium is an important mineral that contributes to the maintenance of normal blood glucose levels. Cinnamon, also known as “sweet wood,” has been well studied clinically and has a long history of traditional use.","Chromium Picolinate 500ug, 
Organic Ceylon Cinnamon Bark 200mg, 
Alpha Lipoic Acid  150mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593195,minerals
0320,products.product,viridian-0320,viridian-0320,Balanced Iron (15mg) Complex - 30 Veg Caps,Balanced Iron (15mg) Complex - 30 Veg Caps,Balanced Iron 15mg Complex 30 Caps,viridian,30,caps,110,10.65,T1,"Iron is essential for the healthy production of haemoglobin and red blood cells. Balanced Iron Complex contains iron bisglycinate, a form of iron that is gentle on the digestive system. The formula also includes synergistic factors including Vitamin C which enhances iron absorption and aids in the maintenance of the immune system. Iron contributes to the reduction of tiredness and fatigue and contributes to normal cognitive function. ","Iron Bisglycinate 15mg, 
Adenosylcobalamin (Vitamin B12) 25ug, 
Methylcobalamin (Vitamin B12) 25ug, 
Folic Acid 100ug, 
Magnesium Ascorbate 107mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593201,minerals
0321,products.product,viridian-0321,viridian-0321,Organic Liquid Iron NV - 200ml,Organic Liquid Iron NV - 200ml,Organic Liquid Iron NV - 200ml,viridian,200,ml,377,34.3,T1,"Viridian’s Organic Liquid Iron contains a unique, source of iron from organic murraya koenigii leaves (commonly known as sweet neem leaf, or curry leaf). Organic standardised extracts of holy basil leaf, guava, lemon peel provide B vitamins and organic acerola cherry juice and amla extract to provide a guaranteed level of vitamin C. Iodine is provided by organic arctic wrack seaweed. Organic Liquid Iron is a non-constipating formula with a pleasant orange taste, also featuring organic nettle and dandelion leaf infusions, honey and orange oil.","Organic Glycerine , 
Organic Freeze-dried Acerola Vit C Powder, 
Nettle Root, 
Organic Dandelion root, 
Organic Bulgarian polyfloral honey, 
Organic Murraya koenigii leaf extract providing iron, 
Organic Holy Basil and Guava extract, 
Organic Amla Extract, 
Organic Kelp
In a base of Orange Oil",TRUE,0,"Directions: As a food supplement for adults, take 2 to 4 teaspoons daily. For children aged 3-5 years, take 1 teaspoon daily, and children aged 6-12 take 2 teaspoons daily, or as directed by your healthcare professional.",30,5060003593218,minerals
0322,products.product,viridian-0322,viridian-0322,Balanced Iron (15mg) Complex - 90 Veg Caps,Balanced Iron (15mg) Complex - 90 Veg Caps,Balanced Iron 15mg Compx 90,viridian,90,caps,204,23.65,T1,"Iron is essential for the healthy production of haemoglobin and red blood cells. Balanced Iron Complex contains iron bisglycinate, a form of iron that is gentle on the digestive system. The formula also includes synergistic factors including Vitamin C which enhances iron absorption and aids in the maintenance of the immune system. Iron contributes to the reduction of tiredness and fatigue and contributes to normal cognitive function.  ","Iron Bisglycinate 15mg, 
Adenosylcobalamin (Vitamin B12) 25ug, 
Methylcobalamin (Vitamin B12) 25ug, 
Folic Acid 100ug, 
Magnesium Ascorbate 107mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593225,minerals
0325,products.product,viridian-0325,viridian-0325,Potassium Magnesium Powder - 150g,Potassium Magnesium Powder - 150g,Potassium Mag Powder - 150g,viridian,150,g,338,22.3,T1,Potassium contributes to the maintenance of normal blood pressure. Potassium and magnesium contribute to normal muscle function. Magnesium contributes to a reduction of tiredness and fatigue.,"Potassium Citrate 500mg, 
Magnesium Citrate 150mg",TRUE,0,"Directions: a food supplement, stir half a level teaspoon
into water or juice and drink once daily, or as directed by your
healthcare professional.",30,5060003593256,minerals
0326,products.product,viridian-0326,viridian-0326,Magnesium Taurate - 30 Veg Caps,Magnesium Taurate - 30 Veg Caps,Magnesium Taurate 30 Caps,viridian,30,caps,242,15.1,T1,Fully reacted Magnesium Taurate. Magnesium contributes to electrolyte balance and normal muscle function. Magnesium also contributes to the reduction of tiredness and fatigue.,"Magnesium Taurate 750mg, 
Vegan (HMPC) capsule",TRUE,0,Directions: Take two capsules daily with food or as recommended by your healthcare practitioner.,30,5060003593263,minerals
0327,products.product,viridian-0327,viridian-0327,Magnesium Taurate - 90 Veg Caps,Magnesium Taurate - 90 Veg Caps,Magnesium Taurate 90 Caps,viridian,90,caps,114,36.45,T1,Fully reacted Magnesium Taurate. Magnesium contributes to electrolyte balance and normal muscle function. Magnesium also contributes to the reduction of tiredness and fatigue.,"Magnesium Taurate 750mg, 
Vegan (HMPC) capsule",TRUE,0,Directions: Take two capsules daily with food or as recommended by your healthcare practitioner.,30,5060003593270,minerals
0328,products.product,viridian-0328,viridian-0328,Hi-Potency Magnesium (300mg) w/ B6 (25mg) - 30 Veg Caps,Hi-Potency Magnesium (300mg) w/ B6 (25mg) - 30 Veg Caps,Hi-Pot Mag 300mg w B6 30 Caps,viridian,30,caps,122,15.55,T1,"Magnesium contributes to the reduction of tiredness, fatigue and normal psychological function. Vitamin B6 contributes to the regulation of hormonal activity.","Magnesium oxide 273mg, 
Magnesium Citrate 23mg, 
Magnesium Bisglycinate 5mg, 
Pyridoxine HCl (Vitamin B6) 25mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to two capsule daily with food, or as directed by your healthcare professional.",30,5060003593287,minerals
0329,products.product,viridian-0329,viridian-0329,Hi-Potency Magnesium (300mg) w/ B6 (25mg) - 120 Veg Caps,Hi-Potency Magnesium (300mg) w/ B6 (25mg) - 120 Veg Caps,Hi-Pot Mag 300mg w B6 120 Caps,viridian,120,caps,286,31.3,T1,"Magnesium contributes to the reduction of tiredness, fatigue and normal psychological function. Vitamin B6 contributes to the regulation of hormonal activity.","Magnesium oxide 273mg, 
Magnesium Citrate 23mg, 
Magnesium Bisglycinate 5mg, 
Pyridoxine HCl (Vitamin B6) 25mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to two capsule daily with food, or as directed by your healthcare professional.",30,5060003593294,minerals
0330,products.product,viridian-0330,viridian-0330,Magnesium Citrate (100mg) w/ B6 (25mg) - 30 Veg Caps,Magnesium Citrate (100mg) w/ B6 (25mg) - 30 Veg Caps,Mag Citrate 100mg w B6 30 Caps,viridian,30,caps,122,9.75,T1,"Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. B6 (pyridoxine) contributes the regulation of hormonal activity, to the reduction of tiredness and fatigue, the energy-yielding metabolism, to normal psychological function and the functioning of the nervous system. Vitamin B6 also contributes to the normal function of the immune system, to normal homocysteine metabolism and red blood cell formation.","Magnesium Citrate 100mg, 
Pyridoxine HCl (Vitamin B6) 25mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",30,5060003593300,minerals
0332,products.product,viridian-0332,viridian-0332,Magnesium Citrate (100mg) w/ B6 (25mg) - 90 Veg Caps,Magnesium Citrate (100mg) w/ B6 (25mg) - 90 Veg Caps,Mag Citrate 100mg w B6 90 Caps,viridian,90,caps,234,23.05,T1,"Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. B6 (pyridoxine) contributes the regulation of hormonal activity, to the reduction of tiredness and fatigue, the energy-yielding metabolism, to normal psychological function and the functioning of the nervous system. Vitamin B6 also contributes to the normal function of the immune system, to normal homocysteine metabolism and red blood cell formation.","Magnesium Citrate 100mg, 
Pyridoxine HCl (Vitamin B6) 25mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",30,5060003593324,minerals
0333,products.product,viridian-0333,viridian-0333,Magnesium Citrate Powder - 150g,Magnesium Citrate Powder - 150g,Magnesium Citrate Powder 150g,viridian,150,g,340,24.45,T1,"Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. ",Magnesium Citrate 375mg,TRUE,0,"Directions: As a food supplement, stir half a level teaspoon into water or juice and drink once daily, or as directed by your healthcare professional.",30,5060003593331,minerals
0334,products.product,viridian-0334,viridian-0334,Magnesium (200mg) B6 (25mg) & Saffron (15mg) - 60 Veg Caps,Magnesium (200mg) B6 (25mg) & Saffron (15mg) - 60 Veg Caps,Magnesium w B6  & Saffron 60 Caps,viridian,60,caps,160,37,T1,"Featuring clinically studied saffron (Crocus sativus) extract with high-potency magnesium and vitamin B6 which both contribute to normal functioning of the nervous system.

","Magnesium oxide 182mg, 
Magnesium Citrate 15mg, 
Magnesium Bisglycinate 3mg, 
Pyridoxine HCl (Vitamin B6) 25mg, 
Saffron extract (0.3% saffranal) 15mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule twice daily with food, or as directed by your healthcare professional.",30,5060003593348,minerals
0340,products.product,viridian-0340,viridian-0340,Potassium (99mg) Magnesium Citrate (50mg) - 30 Veg Caps,Potassium (99mg) Magnesium Citrate (50mg) - 30 Veg Caps,Potassium Mag Citrate 30 Caps,viridian,30,caps,118,11.1,T1,"Potassium contributes to the maintenance of normal blood pressure, the normal functioning of the nervous system and to normal muscle function. Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. ","Potassium Citrate 99mg, 
Magnesium Citrate 50mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare professional.",30,5060003593409,minerals
0342,products.product,viridian-0342,viridian-0342,Potassium (99mg) Magnesium Citrate (50mg) - 90 Veg Caps,Potassium (99mg) Magnesium Citrate (50mg) - 90 Veg Caps,Potassium Mag Citrate 90 Caps,viridian,90,caps,226,25.3,T1,"Potassium contributes to the maintenance of normal blood pressure, the normal functioning of the nervous system and to normal muscle function. Magnesium contributes to a reduction of tiredness and fatigue, supports electrolyte balance, the nervous system, normal muscle function, normal psychological function and the maintenance of normal bones and teeth. ","Potassium Citrate 99mg, 
Magnesium Citrate 50mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one  to three capsules daily with food, or as directed by your healthcare professional.",30,5060003593423,minerals
0343,products.product,viridian-0343,viridian-0343,Zinc Citrate - 30 Veg Caps,Zinc Citrate - 30 Veg Caps,Zinc Citrate - 30 Veg Caps,viridian,30,caps,100,11.7,T1,"Zinc is an essential nutrient for the body, contributing to many functions.

It is needed for the normal operation of the immune system, helping the body to fight off pathogens. Zinc is also crucial for the maintenance of normal skin, hair and nails, as well as bone strength and normal vision.


Bound with citric acid to make it stable, Zinc Citrate is a potent and absorbable form of this essential nutrient. The copper free formula is ideal for people who already achieve high levels of copper intake or have copper sensitivity.

The Zinc Citrate is formulated in a natural wholefood base of spirulina, alfalfa and bilberry and encapsulated into micro caps, making them easy to swallow.


KEY FEATURES

Copper free formulation
100% active ingredients with no fillers, binders or nasties
Suitable for vegans
GMO free, palm oil free, never animal tested, ethically made","Zinc (as citrate)  15mg
In a base of alfalfa, spirulina and bilberry,		
Vegan (HMPC) Capsule",TRUE,0,Directions: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,30,5060003593430,minerals
0344,products.product,viridian-0344,viridian-0344,Zinc Citrate - 90 Veg Caps,Zinc Citrate - 90 Veg Caps,Zinc Citrate - 90 Veg Caps,viridian,90,caps,150,27.5,T1,"Zinc is an essential nutrient for the body, contributing to many functions.

It is needed for the normal operation of the immune system, helping the body to fight off pathogens. Zinc is also crucial for the maintenance of normal skin, hair and nails, as well as bone strength and normal vision.


Bound with citric acid to make it stable, Zinc Citrate is a potent and absorbable form of this essential nutrient. The copper free formula is ideal for people who already achieve high levels of copper intake or have copper sensitivity.

The Zinc Citrate is formulated in a natural wholefood base of spirulina, alfalfa and bilberry and encapsulated into micro caps, making them easy to swallow.


KEY FEATURES

Copper free formulation
100% active ingredients with no fillers, binders or nasties
Suitable for vegans
GMO free, palm oil free, never animal tested, ethically made","Zinc (as citrate)  15mg
In a base of alfalfa, spirulina and bilberry,		
Vegan (HMPC) Capsule",TRUE,0,Directions: As a food supplement take one capsule daily with food or as recommended by your healthcare practitioner.,30,5060003593447,minerals
0345,products.product,viridian-0345,viridian-0345,Selenium 200ug - 30 Veg Caps  ,Selenium 200ug - 30 Veg Caps  ,Selenium 200ug 30 Caps  ,viridian,30,,110,10.85,T1,"Selenium contributes to the maintenance of normal hair and nails, the normal function of the immune system, normal thyroid function and for the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Selenium also contributes to normal spermatogenesis (the creation of sperm). Intensive farming has led to greatly reduced levels of this important mineral in our foods. This supplement presents selenium in the preferred selenomethionine form.","Selenium (Methionine)  200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare practitioner.",30,5060003593454,minerals
0347,products.product,viridian-0347,viridian-0347,Selenium 200ug - 90 Veg Caps  ,Selenium 200ug - 90 Veg Caps  ,Selenium 200ug 90 Caps  ,viridian,90,caps,198,24.7,T1,"Selenium contributes to the maintenance of normal hair and nails, the normal function of the immune system, normal thyroid function and for the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Selenium also contributes to normal spermatogenesis (the creation of sperm). Intensive farming has led to greatly reduced levels of this important mineral in our foods. This supplement presents selenium in the preferred selenomethionine form.","Selenium (Methionine)  200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare practitioner.",30,5060003593478,minerals
0349,products.product,viridian-0349,viridian-0349,High Potency NAC - 60 Veg Caps,High Potency NAC - 60 Veg Caps,High Potency NAC 60 Caps,viridian,60,caps,168,37.15,T1,Viridian Nutrition’s High Potency N-acetyl L-cysteine (NAC) is suitable for vegans and produced via fermentation. NAC has shown to directly in?uence glutathione production.,"N-Acetyl L-Cysteine  600mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,Directions: Take one to four capsules daily with food or as recommended by a healthcare practitioner,30,5060003593492,speciality_nutrients
